Id,date,steps,calories_burned,avg_heart_rate,sleep_hours
150446,2023-01-10,3615,3342,86,8.8
150457,2023-01-19,4294,2560,93,7.4
150470,2023-01-17,5846,1884,91,6.4
150450,2023-01-29,11084,3071,65,7.5
150481,2023-01-16,6891,2986,92,5.9
150408,2023-01-13,9183,3112,65,7.1
150434,2023-01-22,13345,1980,93,6.8
150473,2023-01-01,6406,2854,66,5.1
150485,2023-01-30,14642,3417,85,5.1
150453,2023-01-28,11949,2562,66,7.1
150464,2023-01-25,5902,2507,75,8.5
150475,2023-01-15,10069,3309,81,7.7
150438,2023-01-28,13287,1898,70,5.1
150432,2023-01-12,6340,2066,75,5.8
150434,2023-01-07,4094,2163,93,6.9
150405,2023-01-25,6695,3204,78,7.3
150454,2023-01-03,11720,2597,83,8.3
150428,2023-01-18,10262,2251,82,6.3
150404,2023-01-20,10790,3439,71,5.4
150401,2023-01-09,11120,2770,71,8.8
150434,2023-01-13,3649,1838,87,6.4
150428,2023-01-11,6490,2287,73,7.8
150489,2023-01-06,14310,2398,60,7.3
150484,2023-01-22,9981,3096,96,5.5
150451,2023-01-21,11520,2343,74,8.5
150424,2023-01-06,9919,3289,71,7.0
150472,2023-01-06,14683,3463,69,6.0
150489,2023-01-29,13259,3092,72,8.9
150447,2023-01-10,13298,3367,92,7.9
150466,2023-01-16,6523,3043,72,8.4
150490,2023-01-17,14334,2389,87,6.8
150465,2023-01-09,9982,2221,91,7.2
150464,2023-01-04,10271,2548,78,7.0
150468,2023-01-03,8322,3444,87,8.6
150413,2023-01-04,12160,2389,72,7.4
150398,2023-01-08,5961,2677,77,6.9
150413,2023-01-28,5817,2560,68,7.0
150452,2023-01-26,7573,2803,89,8.9
150457,2023-01-22,11488,2801,82,8.3
150493,2023-01-07,5939,3413,91,8.3
150406,2023-01-10,10992,3110,65,7.9
150422,2023-01-21,5151,3037,83,7.5
150479,2023-01-18,14542,2850,65,8.7
150493,2023-01-01,10663,1949,82,5.5
150432,2023-01-04,3249,2113,96,7.1
150480,2023-01-13,4538,3131,94,5.6
150400,2023-01-06,10668,3449,70,8.5
150398,2023-01-09,14426,2756,95,7.8
150447,2023-01-05,8953,2064,95,7.1
150437,2023-01-15,4587,2656,71,7.1
150454,2023-01-20,8739,1977,97,8.1
150400,2023-01-30,14794,1838,62,6.0
150454,2023-01-15,13397,2827,98,8.9
150468,2023-01-20,9777,1905,61,6.2
150484,2023-01-06,3264,1892,81,6.6
150442,2023-01-07,3946,2157,97,6.8
150458,2023-01-04,10979,3438,98,5.4
150426,2023-01-21,13410,1969,99,8.4
150488,2023-01-20,9718,1826,82,8.3
150477,2023-01-01,6041,2047,64,8.8
150410,2023-01-17,3352,2702,71,5.7
150469,2023-01-28,6203,2155,84,7.4
150481,2023-01-18,13944,2042,88,5.5
150424,2023-01-12,8951,2980,87,5.4
150418,2023-01-13,8774,2175,99,8.5
150398,2023-01-01,11815,2816,61,9.0
150491,2023-01-03,4415,2590,94,5.7
150404,2023-01-25,12397,2782,60,8.5
150486,2023-01-13,10248,2579,65,6.4
150440,2023-01-04,4371,2791,60,7.6
150411,2023-01-07,6178,2486,96,7.1
150415,2023-01-27,12908,1959,90,7.1
150464,2023-01-07,10777,1936,82,6.6
150428,2023-01-23,13570,3106,71,7.5
150486,2023-01-16,3591,1933,96,7.1
150402,2023-01-30,14475,1824,63,6.4
150454,2023-01-27,5261,1873,62,5.3
150493,2023-01-19,3595,2778,86,6.5
150402,2023-01-23,13958,2102,81,5.9
150407,2023-01-18,12454,2176,69,5.4
150458,2023-01-11,8507,1939,88,6.7
150455,2023-01-15,5164,1983,69,7.5
150432,2023-01-05,13045,2606,91,7.1
150474,2023-01-12,5107,2698,73,7.6
150432,2023-01-30,14539,3475,90,8.2
150419,2023-01-12,10096,2078,81,8.0
150447,2023-01-11,4128,3262,95,8.7
150457,2023-01-08,5970,2952,82,7.5
150417,2023-01-05,9256,3006,92,5.4
150444,2023-01-09,4366,2819,81,5.5
150423,2023-01-25,9465,2249,85,6.6
150451,2023-01-24,9782,2863,87,7.7
150404,2023-01-28,9456,1916,85,6.3
150457,2023-01-28,5040,2238,84,7.1
150479,2023-01-04,4284,2900,60,5.2
150467,2023-01-17,5986,2200,99,7.1
150483,2023-01-30,10989,2208,77,9.0
150422,2023-01-30,10929,3051,97,7.1
150433,2023-01-13,5827,3385,63,8.4
150450,2023-01-26,8413,3069,81,6.3
150491,2023-01-11,14471,3022,75,5.3
150436,2023-01-07,7322,3194,70,6.2
150467,2023-01-26,8435,2101,95,6.1
150428,2023-01-22,10291,1912,71,6.2
150430,2023-01-15,11312,3208,97,5.6
150481,2023-01-08,8229,3044,81,7.6
150455,2023-01-01,13185,2516,78,5.6
150397,2023-01-22,5327,2683,93,7.5
150406,2023-01-06,3074,2637,77,7.1
150450,2023-01-27,12661,2177,65,7.2
150447,2023-01-25,12714,2224,93,8.4
150461,2023-01-04,5017,3028,62,7.5
150430,2023-01-18,3802,2763,64,5.0
150420,2023-01-07,10804,3445,81,8.6
150408,2023-01-10,11228,3139,72,8.6
150484,2023-01-08,12328,2700,65,6.2
150436,2023-01-21,14241,2896,85,7.6
150476,2023-01-13,5338,2300,90,8.3
150441,2023-01-13,12043,3149,67,6.3
150399,2023-01-15,10805,2941,84,7.6
150451,2023-01-28,9639,3060,86,8.4
150438,2023-01-26,6561,2816,89,5.4
150477,2023-01-22,11899,2149,79,7.8
150453,2023-01-10,6129,2496,90,6.7
150453,2023-01-18,8724,1818,92,9.0
150415,2023-01-06,14996,3259,88,6.8
150445,2023-01-27,10088,3290,97,7.6
150462,2023-01-16,6690,3187,61,7.5
150462,2023-01-15,12828,2476,74,8.5
150466,2023-01-27,6740,2674,98,7.9
150475,2023-01-05,9282,2046,79,5.3
150448,2023-01-20,6644,2069,91,8.7
150441,2023-01-05,8229,1989,82,8.3
150452,2023-01-05,5665,3188,73,5.4
150432,2023-01-14,9859,2449,70,5.8
150458,2023-01-14,11553,3472,92,6.9
150434,2023-01-18,10357,2252,97,8.1
150442,2023-01-23,11210,2924,77,7.3
150432,2023-01-29,5378,3005,97,5.4
150495,2023-01-17,6695,2517,62,6.6
150453,2023-01-16,12174,3195,79,7.2
150433,2023-01-06,6839,3058,94,8.8
150410,2023-01-16,11946,1834,88,6.7
150456,2023-01-15,4211,2029,90,7.6
150445,2023-01-29,6793,3415,78,8.5
150474,2023-01-13,8006,2825,83,8.1
150478,2023-01-07,12024,2138,67,5.0
150479,2023-01-05,6202,2378,66,7.3
150430,2023-01-16,8103,2724,64,8.1
150403,2023-01-01,3232,1908,77,5.3
150397,2023-01-24,12339,1986,65,7.8
150421,2023-01-30,7928,3016,79,6.4
150482,2023-01-07,3755,3246,63,8.6
150408,2023-01-27,4265,3147,86,5.7
150476,2023-01-22,14765,2970,81,6.5
150495,2023-01-22,14237,2335,94,8.6
150400,2023-01-27,7312,3124,63,6.4
150412,2023-01-19,13828,2443,85,5.5
150416,2023-01-20,6083,2008,73,5.8
150429,2023-01-06,9241,3168,94,6.1
150455,2023-01-25,12589,2172,96,6.7
150458,2023-01-01,8795,1867,95,5.9
150422,2023-01-14,14332,2988,72,7.2
150412,2023-01-30,6040,3262,64,5.7
150467,2023-01-07,3716,2941,96,6.4
150457,2023-01-24,3175,3414,61,8.6
150401,2023-01-18,3009,2623,89,8.5
150458,2023-01-23,12118,2356,68,5.2
150449,2023-01-17,10011,2711,83,8.4
150458,2023-01-06,7766,3066,68,6.7
150484,2023-01-15,14102,3226,94,8.9
150444,2023-01-13,3626,1863,82,6.9
150454,2023-01-19,12350,3174,71,8.8
150492,2023-01-02,7666,2514,90,5.7
150421,2023-01-09,3726,2649,77,5.5
150466,2023-01-14,5374,2024,66,6.9
150486,2023-01-27,8896,2935,95,7.4
150464,2023-01-17,7210,2944,72,7.2
150494,2023-01-12,9104,3451,82,7.1
150479,2023-01-08,4831,3272,88,5.3
150418,2023-01-02,13123,2244,92,5.6
150481,2023-01-11,10372,3325,94,5.8
150482,2023-01-25,8355,2813,67,6.9
150467,2023-01-22,11940,2604,65,7.7
150485,2023-01-16,6428,3127,66,5.3
150439,2023-01-04,7586,2230,71,6.5
150418,2023-01-03,10875,2694,66,7.7
150480,2023-01-03,3187,2820,66,7.5
150413,2023-01-20,9813,2432,75,5.0
150438,2023-01-13,9316,2462,64,5.0
150460,2023-01-26,7071,2416,86,8.7
150397,2023-01-30,14561,3434,66,7.6
150427,2023-01-19,6156,3140,79,5.9
150450,2023-01-28,11433,3117,83,6.3
150452,2023-01-02,7452,2055,92,5.3
150405,2023-01-12,8490,2998,61,7.1
150435,2023-01-14,9531,2324,79,6.5
150495,2023-01-18,14885,2169,62,7.7
150482,2023-01-26,9686,3325,69,7.9
150470,2023-01-24,4293,2217,90,8.2
150469,2023-01-15,7541,3031,81,7.4
150447,2023-01-06,10893,3101,93,5.7
150468,2023-01-16,13139,3108,62,5.3
150490,2023-01-05,14842,2254,67,6.9
150490,2023-01-02,3100,2350,93,7.1
150440,2023-01-07,12009,2994,70,8.4
150448,2023-01-11,8529,2260,66,6.0
150478,2023-01-24,4971,2057,91,5.3
150424,2023-01-14,8793,2227,63,8.2
150459,2023-01-14,7264,2028,78,6.1
150438,2023-01-17,12427,2829,62,8.3
150438,2023-01-24,4106,1924,64,6.2
150413,2023-01-09,13793,2087,98,8.1
150446,2023-01-26,6998,2564,84,5.6
150422,2023-01-26,9538,3310,87,5.2
150485,2023-01-10,10614,2602,82,8.7
150483,2023-01-27,5865,3349,75,8.1
150419,2023-01-21,10568,2350,68,8.2
150453,2023-01-12,8111,2408,88,8.2
150397,2023-01-20,8535,2046,63,5.3
150417,2023-01-14,13195,1848,80,6.8
150429,2023-01-17,9124,2083,60,5.1
150422,2023-01-22,12190,2319,87,8.4
150467,2023-01-03,5513,2517,90,6.5
150464,2023-01-15,4824,2243,88,7.2
150439,2023-01-21,3931,2640,98,5.4
150455,2023-01-21,7095,2013,79,5.5
150424,2023-01-10,13533,2008,82,7.3
150410,2023-01-05,11907,3087,67,7.9
150409,2023-01-27,5720,2513,99,5.0
150396,2023-01-01,10270,3259,88,5.7
150445,2023-01-12,7712,2831,62,5.2
150442,2023-01-30,7675,2690,77,6.1
150488,2023-01-13,11787,2345,71,7.6
150456,2023-01-30,14125,2348,81,8.8
150438,2023-01-10,14576,2775,94,5.4
150401,2023-01-27,10245,2256,60,8.8
150476,2023-01-04,13846,1822,64,7.3
150448,2023-01-05,10329,2613,63,8.0
150413,2023-01-03,3987,3278,91,7.6
150413,2023-01-27,7576,3486,61,6.5
150438,2023-01-27,13152,2848,73,5.6
150426,2023-01-20,4636,3335,87,5.9
150444,2023-01-23,10164,2349,65,5.1
150408,2023-01-02,13301,2968,83,8.6
150470,2023-01-23,11641,3154,62,6.9
150433,2023-01-30,12146,3062,86,7.9
150451,2023-01-05,8918,2375,66,6.8
150451,2023-01-08,5135,2383,89,6.5
150407,2023-01-07,4466,3313,98,5.1
150421,2023-01-17,4628,2186,75,9.0
150440,2023-01-29,13635,2711,76,7.7
150410,2023-01-15,11503,2672,62,5.3
150458,2023-01-03,12749,1865,80,5.9
150431,2023-01-05,14803,2834,73,5.7
150447,2023-01-03,9468,2892,79,5.0
150484,2023-01-20,12609,2623,71,5.6
150486,2023-01-20,4265,1957,93,5.7
150487,2023-01-29,3756,2276,86,6.2
150409,2023-01-18,13445,2254,76,7.4
150438,2023-01-03,14404,2625,73,6.1
150480,2023-01-21,12450,2930,91,8.8
150491,2023-01-22,12617,3340,78,7.0
150492,2023-01-18,3761,2910,73,5.7
150439,2023-01-28,13680,3012,90,6.2
150440,2023-01-10,5077,3419,97,5.6
150477,2023-01-07,10973,3305,85,7.7
150408,2023-01-21,14309,3490,76,5.5
150447,2023-01-23,11274,2781,94,6.5
150466,2023-01-13,5686,2033,76,8.9
150481,2023-01-30,5198,2039,69,7.6
150461,2023-01-06,4781,2984,67,7.1
150474,2023-01-18,14600,3499,85,7.9
150415,2023-01-09,3571,3383,88,6.1
150411,2023-01-29,6173,2293,63,7.7
150454,2023-01-08,9784,3345,91,7.6
150472,2023-01-28,4789,2788,77,7.6
150455,2023-01-13,3639,1972,94,6.9
150463,2023-01-30,3378,3045,61,8.7
150409,2023-01-30,13433,2989,98,5.8
150416,2023-01-26,5023,2670,80,5.1
150397,2023-01-10,13429,3048,60,5.9
150434,2023-01-28,3446,3251,97,8.4
150445,2023-01-11,9915,2737,69,5.8
150477,2023-01-18,7180,1966,79,8.3
150431,2023-01-10,8097,2248,88,7.0
150398,2023-01-21,3606,2922,92,5.3
150427,2023-01-17,7276,2480,65,5.2
150398,2023-01-14,6436,2362,67,7.5
150433,2023-01-16,9837,2687,82,8.7
150414,2023-01-17,9488,2441,70,8.0
150464,2023-01-01,10937,3172,92,8.3
150489,2023-01-05,7200,2495,69,8.5
150437,2023-01-23,13914,2883,65,7.7
150453,2023-01-15,11283,1926,75,8.8
150450,2023-01-12,10670,2837,69,8.7
150448,2023-01-29,5223,2226,97,5.8
150449,2023-01-06,5321,3377,79,8.7
150472,2023-01-11,7784,2837,60,5.5
150414,2023-01-02,7107,3062,97,8.3
150444,2023-01-22,4985,3360,65,8.6
150412,2023-01-28,9807,2330,95,6.7
150435,2023-01-12,6416,2950,90,5.9
150478,2023-01-02,13666,2882,92,7.7
150412,2023-01-09,5863,3273,65,8.7
150433,2023-01-15,7383,1988,77,6.4
150470,2023-01-22,7491,3380,76,5.6
150447,2023-01-12,5365,3287,93,5.2
150408,2023-01-29,11213,2273,77,8.5
150403,2023-01-08,6517,2149,90,5.2
150429,2023-01-28,8166,2823,92,5.9
150437,2023-01-16,11469,2351,96,7.5
150491,2023-01-05,13399,2669,91,6.4
150450,2023-01-09,9085,2328,85,5.2
150439,2023-01-01,12169,1853,70,6.7
150411,2023-01-13,4229,2835,79,8.9
150479,2023-01-28,4212,3401,60,5.5
150478,2023-01-13,10829,2619,88,6.3
150424,2023-01-22,10122,3475,96,5.2
150413,2023-01-17,6874,2153,82,6.9
150474,2023-01-11,14878,1923,69,7.2
150461,2023-01-13,10447,2777,77,8.5
150405,2023-01-14,7926,3467,60,6.3
150472,2023-01-26,10464,2210,68,8.7
150445,2023-01-01,7576,2729,75,5.8
150432,2023-01-07,11235,3364,66,7.6
150425,2023-01-03,4548,3136,69,7.2
150415,2023-01-21,9511,3043,76,6.2
150475,2023-01-12,13797,3164,69,8.1
150448,2023-01-17,5460,2345,92,8.8
150398,2023-01-05,14383,3496,83,8.4
150432,2023-01-03,8167,3232,95,8.1
150481,2023-01-01,13118,2070,99,7.0
150438,2023-01-20,3725,3327,65,6.8
150416,2023-01-05,10165,2460,67,8.0
150487,2023-01-07,4914,1804,72,6.2
150420,2023-01-10,12777,3292,80,5.3
150462,2023-01-26,4164,2892,63,5.2
150407,2023-01-23,5632,2198,83,5.5
150427,2023-01-24,10352,3205,95,8.9
150442,2023-01-21,13622,2241,85,8.9
150483,2023-01-17,4116,3330,76,8.1
150468,2023-01-22,3109,3384,60,8.7
150460,2023-01-02,13871,3266,65,6.4
150441,2023-01-30,7213,3389,63,6.6
150486,2023-01-14,11744,1980,88,5.2
150397,2023-01-05,4059,2324,91,7.4
150488,2023-01-16,12167,2875,74,6.5
150442,2023-01-26,3904,3069,80,5.1
150470,2023-01-20,12920,2129,63,6.9
150475,2023-01-16,3879,1914,86,6.3
150396,2023-01-20,10916,2137,83,6.4
150416,2023-01-23,4124,2497,63,6.5
150482,2023-01-12,4912,3324,72,7.8
150465,2023-01-29,12850,2877,93,5.2
150474,2023-01-15,13973,1890,98,8.5
150473,2023-01-04,6534,1900,71,8.2
150438,2023-01-15,5053,2087,77,6.0
150455,2023-01-14,11708,2529,70,7.9
150432,2023-01-02,3670,2947,93,8.1
150401,2023-01-14,6775,2301,76,6.1
150452,2023-01-23,5607,2874,93,8.4
150435,2023-01-07,4666,3060,93,8.6
150489,2023-01-24,11378,2748,67,8.8
150402,2023-01-19,13160,2901,85,7.8
150437,2023-01-03,11721,2460,87,8.5
150493,2023-01-18,10570,3386,87,6.9
150446,2023-01-16,8806,3269,94,8.4
150458,2023-01-22,4075,2319,93,8.2
150409,2023-01-19,4875,2320,97,5.9
150400,2023-01-23,4542,2997,72,5.9
150396,2023-01-23,5695,3295,70,5.8
150402,2023-01-25,9809,2325,66,7.7
150436,2023-01-13,3307,3393,91,7.2
150441,2023-01-15,13948,3298,71,7.3
150429,2023-01-16,4813,2667,93,6.5
150417,2023-01-12,5757,2362,78,6.0
150452,2023-01-19,8289,2913,97,8.2
150485,2023-01-18,3713,2916,68,7.6
150440,2023-01-24,13878,2647,95,7.4
150408,2023-01-25,3571,2134,89,8.0
150425,2023-01-19,5204,2409,93,6.9
150486,2023-01-29,8289,2174,85,6.4
150432,2023-01-06,6792,3178,96,5.8
150401,2023-01-23,10266,2310,60,5.1
150413,2023-01-22,3236,3102,87,8.9
150489,2023-01-22,13102,2273,75,8.8
150440,2023-01-20,13852,2979,79,7.3
150432,2023-01-26,5875,2943,65,6.7
150409,2023-01-10,8626,3080,97,5.9
150487,2023-01-05,9099,3477,91,8.6
150417,2023-01-11,8068,3442,89,8.3
150491,2023-01-30,9998,2310,72,5.9
150419,2023-01-30,8075,1972,66,7.5
150409,2023-01-01,11954,3050,71,5.1
150427,2023-01-06,13521,2202,66,8.6
150474,2023-01-23,5985,2359,69,8.5
150400,2023-01-19,4062,1908,98,9.0
150434,2023-01-09,9628,2907,62,8.9
150422,2023-01-07,10939,3489,86,5.8
150448,2023-01-26,9257,3022,72,6.4
150433,2023-01-09,13922,3273,69,5.6
150491,2023-01-24,8156,3165,72,5.1
150490,2023-01-25,7317,3356,89,7.1
150475,2023-01-04,14556,1845,74,8.1
150477,2023-01-04,4631,2111,66,7.0
150441,2023-01-24,14045,2409,78,7.8
150478,2023-01-30,14073,2065,75,6.7
150427,2023-01-23,9680,2935,86,6.1
150483,2023-01-28,9185,2264,81,6.3
150435,2023-01-26,6435,2278,82,7.5
150481,2023-01-24,9539,3174,91,5.2
150477,2023-01-06,3929,2764,92,6.1
150448,2023-01-15,11997,3454,75,8.1
150484,2023-01-29,12467,2835,76,6.5
150487,2023-01-24,8397,3176,98,8.8
150438,2023-01-30,5941,3399,61,8.7
150400,2023-01-09,5786,2922,95,6.5
150476,2023-01-25,14936,2596,64,5.2
150491,2023-01-17,14068,1997,83,6.0
150440,2023-01-12,4015,3184,96,7.6
150401,2023-01-11,3667,2172,67,5.7
150427,2023-01-02,6699,3089,70,8.0
150442,2023-01-09,14985,2808,69,6.9
150492,2023-01-08,7798,3023,73,8.8
150465,2023-01-15,14767,1965,97,7.0
150457,2023-01-23,6787,1806,85,5.8
150473,2023-01-25,14672,2790,62,7.4
150441,2023-01-29,3599,2519,72,8.1
150410,2023-01-01,13361,1942,93,5.2
150476,2023-01-05,10226,2987,62,8.9
150478,2023-01-20,8873,2036,82,7.2
150405,2023-01-17,10643,3001,66,7.6
150477,2023-01-02,11123,3150,83,8.4
150458,2023-01-05,11793,3420,76,8.6
150430,2023-01-21,13105,1851,83,8.2
150400,2023-01-13,4365,2196,78,6.6
150488,2023-01-27,10496,2411,90,6.9
150459,2023-01-04,5073,2112,83,6.7
150481,2023-01-15,14109,2704,71,6.0
150431,2023-01-30,9003,2642,90,7.8
150495,2023-01-24,13956,2623,95,8.6
150466,2023-01-11,3877,2622,60,6.6
150475,2023-01-20,6641,1862,87,6.8
150400,2023-01-16,7946,3329,75,6.8
150436,2023-01-14,4251,3070,78,6.2
150492,2023-01-15,4596,2279,71,6.8
150486,2023-01-21,14159,2026,98,6.7
150403,2023-01-02,7206,3293,93,7.2
150472,2023-01-16,7953,2742,75,8.1
150467,2023-01-09,11419,2648,80,8.9
150405,2023-01-05,8588,2872,66,8.9
150464,2023-01-10,12493,3474,67,5.1
150398,2023-01-29,3537,2720,83,8.7
150421,2023-01-01,5866,3394,98,7.3
150472,2023-01-13,11338,3102,68,7.0
150405,2023-01-29,4279,2704,93,8.4
150494,2023-01-10,7735,1923,77,5.4
150414,2023-01-28,7481,3397,86,6.7
150450,2023-01-07,9666,1942,62,5.7
150404,2023-01-22,9024,2813,88,5.4
150453,2023-01-19,4410,3249,80,6.6
150486,2023-01-24,13411,3427,72,7.4
150406,2023-01-16,10679,2475,98,7.4
150466,2023-01-30,8246,1992,65,5.6
150399,2023-01-14,4664,2881,60,6.8
150449,2023-01-25,7825,2355,92,7.8
150463,2023-01-14,6174,1862,85,5.6
150431,2023-01-20,13738,3187,66,6.8
150482,2023-01-04,10630,2166,97,8.6
150426,2023-01-27,6824,2779,79,8.0
150474,2023-01-29,3256,2471,62,5.6
150477,2023-01-24,12168,2534,96,6.8
150408,2023-01-06,4218,2720,93,8.4
150482,2023-01-08,13027,1932,88,7.8
150413,2023-01-19,13526,3126,75,6.6
150397,2023-01-15,6763,2936,71,6.0
150406,2023-01-09,4622,3452,81,5.5
150446,2023-01-06,3687,1820,98,8.0
150447,2023-01-21,13930,3021,79,8.3
150410,2023-01-29,6155,1929,98,5.7
150441,2023-01-25,3941,2541,87,8.6
150415,2023-01-02,7268,2471,95,6.5
150433,2023-01-25,6020,2604,97,7.6
150436,2023-01-04,9416,3304,91,7.2
150471,2023-01-13,10631,2882,92,8.9
150435,2023-01-03,4881,2069,90,6.6
150439,2023-01-29,3287,1986,69,6.7
150415,2023-01-30,8784,2287,73,6.8
150467,2023-01-18,3056,2247,70,7.1
150461,2023-01-10,9614,3207,72,8.8
150423,2023-01-24,10913,3203,75,6.9
150427,2023-01-12,3270,2220,60,6.6
150398,2023-01-03,10158,1808,94,7.8
150452,2023-01-03,13763,2749,87,8.3
150428,2023-01-27,11058,3273,89,6.5
150467,2023-01-04,3604,2731,96,8.5
150407,2023-01-03,8913,2780,81,8.7
150483,2023-01-23,7349,2758,60,6.0
150471,2023-01-14,14595,3350,77,6.2
150459,2023-01-06,13762,3177,85,5.6
150470,2023-01-16,11859,3412,94,6.7
150434,2023-01-27,10124,2905,72,8.0
150416,2023-01-30,13775,1961,89,8.2
150458,2023-01-25,5251,2852,62,5.8
150480,2023-01-19,7080,3225,92,6.8
150467,2023-01-06,4877,3499,65,7.8
150486,2023-01-08,11650,2328,80,8.1
150471,2023-01-22,11252,3343,75,6.5
150476,2023-01-15,13524,2400,92,5.1
150423,2023-01-14,13886,2378,60,6.4
150436,2023-01-23,8314,3106,75,8.1
150474,2023-01-08,10758,3445,72,5.5
150411,2023-01-11,14036,2824,94,6.8
150457,2023-01-29,5642,3400,64,5.6
150401,2023-01-10,14023,2767,97,6.8
150420,2023-01-20,5394,2750,60,6.1
150396,2023-01-08,12274,2310,87,8.9
150468,2023-01-02,13654,1997,62,5.4
150408,2023-01-12,3317,2148,62,6.4
150485,2023-01-26,11065,3001,98,6.9
150465,2023-01-10,12324,3372,81,5.4
150398,2023-01-24,8854,2365,62,7.3
150458,2023-01-13,11697,2929,91,8.8
150476,2023-01-17,8901,2216,81,8.1
150492,2023-01-27,12381,2092,63,5.1
150446,2023-01-07,9322,2935,91,8.1
150489,2023-01-27,3174,3339,61,5.1
150410,2023-01-08,11601,2694,62,5.2
150405,2023-01-20,10776,3427,67,5.4
150485,2023-01-25,4787,1939,94,8.8
150447,2023-01-24,6605,2258,79,8.2
150403,2023-01-30,13055,3118,99,6.5
150460,2023-01-24,6677,2997,96,8.9
150435,2023-01-28,6072,2867,94,8.0
150421,2023-01-20,12428,2373,90,6.9
150450,2023-01-04,8365,3196,99,6.9
150409,2023-01-12,13001,3094,75,7.2
150451,2023-01-14,3004,3233,89,5.3
150401,2023-01-05,9316,2614,80,5.2
150416,2023-01-19,5979,2397,85,8.4
150481,2023-01-21,12984,2446,60,7.4
150432,2023-01-11,14748,3293,71,6.9
150405,2023-01-26,7177,2313,60,8.3
150410,2023-01-11,4266,1921,78,8.9
150405,2023-01-10,14568,2228,88,6.9
150463,2023-01-10,13355,2404,87,6.9
150415,2023-01-12,3078,2755,82,7.1
150489,2023-01-25,8660,2582,82,6.0
150493,2023-01-23,11853,2708,71,5.8
150473,2023-01-21,3148,1921,78,5.4
150482,2023-01-15,5316,3014,88,6.8
150464,2023-01-28,8114,2366,98,8.7
150419,2023-01-29,5946,3249,78,8.2
150451,2023-01-07,11787,2234,77,6.3
150420,2023-01-03,5723,2735,76,6.0
150493,2023-01-10,5366,2643,80,8.2
150415,2023-01-26,11843,3311,61,7.4
150428,2023-01-10,10619,2168,78,8.1
150449,2023-01-10,3154,2787,96,8.5
150419,2023-01-09,7079,3100,87,8.3
150428,2023-01-17,7986,3378,69,8.2
150432,2023-01-24,11960,2374,81,5.1
150486,2023-01-17,3347,1965,87,8.5
150440,2023-01-19,8197,3017,88,8.2
150456,2023-01-17,3386,2769,64,6.4
150427,2023-01-21,6109,3334,95,8.0
150436,2023-01-12,14989,3041,95,8.9
150443,2023-01-19,12837,2751,84,8.7
150451,2023-01-20,9159,2974,99,8.0
150410,2023-01-07,3207,2699,65,8.3
150492,2023-01-28,3597,2444,82,8.1
150401,2023-01-26,7809,3281,78,6.0
150398,2023-01-20,4060,2079,88,6.7
150415,2023-01-24,12805,3440,84,7.1
150440,2023-01-28,14367,3285,98,5.1
150446,2023-01-15,4412,3383,91,8.7
150447,2023-01-16,3918,3005,89,8.1
150490,2023-01-27,4620,2357,68,5.7
150467,2023-01-20,9597,2155,83,8.1
150412,2023-01-12,14022,1842,82,8.3
150428,2023-01-29,5438,3414,82,5.8
150444,2023-01-07,13492,2949,96,7.8
150461,2023-01-25,3858,3223,85,5.7
150421,2023-01-05,9132,2932,71,7.7
150423,2023-01-15,12764,1800,74,5.6
150412,2023-01-15,11906,1850,74,5.8
150422,2023-01-20,9652,2072,94,8.5
150429,2023-01-12,4306,1872,92,7.7
150450,2023-01-06,9500,2615,66,8.4
150424,2023-01-08,10758,3264,90,5.8
150464,2023-01-20,11073,2720,84,7.9
150465,2023-01-04,14539,2963,96,6.4
150444,2023-01-28,7603,2949,93,8.6
150461,2023-01-15,9617,3364,82,8.4
150425,2023-01-18,11835,2415,62,7.8
150490,2023-01-08,9229,2533,99,7.6
150453,2023-01-02,11236,3225,73,5.5
150491,2023-01-09,3561,2173,67,8.4
150455,2023-01-19,9539,2510,98,8.7
150473,2023-01-11,14028,2150,93,8.7
150431,2023-01-29,11397,1839,63,6.9
150493,2023-01-15,14858,2792,60,6.0
150458,2023-01-26,9041,2185,62,7.5
150441,2023-01-21,12241,2098,72,7.2
150400,2023-01-20,7729,2956,94,8.6
150467,2023-01-28,3550,3278,70,8.3
150472,2023-01-05,11812,3123,63,6.5
150451,2023-01-15,12554,3082,85,7.1
150409,2023-01-20,10099,2525,61,8.2
150396,2023-01-13,8486,2755,66,7.4
150469,2023-01-09,10062,2035,84,5.7
150409,2023-01-15,6633,1998,62,8.2
150487,2023-01-10,8837,2804,62,6.3
150432,2023-01-18,14485,1860,60,7.1
150436,2023-01-20,8698,3073,83,6.9
150494,2023-01-27,7676,2169,80,7.9
150422,2023-01-13,8619,1908,91,6.4
150472,2023-01-12,13055,2636,64,6.2
150457,2023-01-12,13643,2926,83,6.1
150427,2023-01-22,13180,3166,89,6.3
150459,2023-01-20,14980,2350,92,6.9
150436,2023-01-10,12221,2970,97,6.2
150492,2023-01-13,12473,3183,73,8.2
150428,2023-01-15,3389,2799,72,8.8
150411,2023-01-25,11125,3043,61,9.0
150460,2023-01-22,3392,2908,70,5.7
150403,2023-01-06,12504,3260,81,5.9
150490,2023-01-04,4018,2979,69,5.0
150412,2023-01-21,10052,1958,66,6.2
150487,2023-01-26,3675,2324,86,8.1
150464,2023-01-24,14042,2644,90,7.5
150411,2023-01-22,10705,3471,99,8.1
150448,2023-01-24,14790,2373,86,7.9
150487,2023-01-02,14648,3019,94,6.8
